restaurantid,restaurantName,phonenumber,address,distance,restauranttype
186754,LOS MARIACHIS RESTAURANT,(231) 740-4729,"2227 EASTERN AVE Baltimore, MD",1.68,Fast Casual
853389,LOUISIANA,(753) 494-8603,"1708 ALICEANNA ST Baltimore, MD",3,Family Style
694395,LOUNGE 51,(764) 749-0022,"633 DUNCAN ST Baltimore, MD",3.56,Fast Food
613890,LOU'S BAR,(218) 567-6924,"4825 EASTERN AVE Baltimore, MD",2.11,Family Style
404498,LOWELL LIQUOR,(750) 304-7075,"3201 WOODLAND AVE Baltimore, MD",1.95,Family Style
837524,LUCA'S CAF,(394) 822-8275,"1230 FORT AVE Baltimore, MD",2.22,Cafe or Bistro
359184,LULU'S OFF BROADWAY,(540) 730-0563,"1703 ALICEANNA ST Baltimore, MD",0.82,Fast Food
862591,LUMBINI,(351) 663-7326,"322 CHARLES ST Baltimore, MD",0.71,Family Style
593701,LUNA DELSEA,(289) 450-8622,"300 PRATT ST Baltimore, MD",2.51,Fast Food
499674,LUST,(885) 654-1134,"408 BALTIMORE ST Baltimore, MD",3.45,Fast Casual
480811,LYRIC THEATRE,(384) 631-0043,"110 MOUNT ROYAL AVE Baltimore, MD",1.77,Family Style
954649,M & J'S SOUL FOOD,(970) 585-0035,"102 25TH ST Baltimore, MD",0.73,Fine Dining
855051,M & M LIQUOR AND LOUNGE,(911) 600-9623,"5142 PARK HEIGHTS AVE Baltimore, MD",3.61,Cafe or Bistro
946452,M & S GRILL/MCCORMICK & SCHMICK'S SEAFOOD REST.,(507) 480-1829,"201 PRATT ST Baltimore, MD",0.15,Fast Food
670587,MACEO'S,(442) 552-0989,"1926 MONROE ST Baltimore, MD",1.61,Fine Dining
675611,MAGERK'S PUB,(650) 614-8546,"1061 CHARLES ST Baltimore, MD",0.16,Fast Food
776255,MAGGIE MOORE'S IRISH PUB & RESTAURANT,(765) 251-7691,"21 EUTAW ST Baltimore, MD",3.85,Cafe or Bistro
311655,mahaffey's pub,(843) 780-6427,"2706 dillon st Baltimore, MD",0.6,Cafe or Bistro
455396,"MAKUTI ENTERPRISES, LLC",(710) 933-6119,"5302 FRANKFORD AVE Baltimore, MD",2.81,Fast Casual
130234,MAMA'S ON THE HALF SHELL,(701) 791-9595,"2901 O DONNELL ST Baltimore, MD",1.35,Fast Food
567847,MAMMA LUCIA PIZZA,(766) 220-7393,"3049 MONDAWMIN MALL Baltimore, MD",3.42,Fast Food
631315,MAMMA ROMA,(444) 268-2277,"6604 REISTERSTOWN RD Baltimore, MD",2.78,Fast Casual
338246,MAMMA'S CUCINA,(321) 504-6993,"1020 41ST ST Baltimore, MD",2.74,Fast Food
627274,MARGARETS PLACE,(750) 864-8704,"351 CALHOUN ST Baltimore, MD",0.91,Fine Dining
897298,MARIA D'S,(762) 770-2543,"1016 LIGHT ST Baltimore, MD",2.25,Fine Dining
780186,MARTICK'S,(409) 650-7125,"214 MULBERRY ST Baltimore, MD",1.47,Fast Casual
151683,MARYLAND CASUALTY COMPANY (CAF),(719) 840-6680,"3910 KESWICK RD Baltimore, MD",3.99,Fast Casual
458930,MARYLAND CLUB,(867) 577-8466,"1 EAGER ST Baltimore, MD",0.97,Family Style
457676,MARYLAND SCIENCE CENTER BEAKER'S CAF,(982) 628-4222,"601 LIGHT ST Baltimore, MD",3.29,Fast Food
982604,MARY'S TAVERN,(910) 424-4375,"2057 GOUGH ST Baltimore, MD",1.44,Family Style
705221,MASTELLONE'S,(621) 344-3614,"7212 HARFORD RD Baltimore, MD",1.47,Fast Food
990281,MATSURI RESTAURANT,(795) 624-0366,"1105 CHARLES ST Baltimore, MD",1.23,Fine Dining
458281,matthew's pizza,(279) 809-3275,"3131 eastern ave Baltimore, MD",1.7,Fast Food
489393,MAX'S ON BROADWAY,(671) 951-7843,"735 BROADWAY Baltimore, MD",0.43,Fine Dining
394432,MAYNARD'S CAFE & RESTAURANT,(612) 475-6389,"3916 HANOVER ST Baltimore, MD",1.27,Fast Casual
922933,MBEPB VF #109-PERRY'S CRESENT CAF,(472) 795-3102,"10 HOWARD ST Baltimore, MD",2.8,Fast Food
650281,MBEPB VF #137--- STATE CENTER CAF,(650) 975-6064,"301 preston st Baltimore, MD",4.22,Fine Dining
854067,MBEPB VF #34,(546) 456-0516,"300 GREENE ST Baltimore, MD",1.55,Fast Casual
629739,MCCABE'S,(594) 858-3508,"3845 FALLS RD Baltimore, MD",2.33,Fine Dining
425527,MCCORMICK & SCHMICK SEAFOOD RESTAURANT,(629) 822-7227,"711 EASTERN AVE Baltimore, MD",4.08,Fast Food
902305,MCCRACKENS ON KEY,(227) 292-0187,"1400 KEY HIGHWAY Baltimore, MD",0.36,Fast Food
192766,MCDONALD'S,(846) 925-6434,"101 BALTIMORE ST Baltimore, MD",2.67,Fast Casual
102532,mcdonald's,(574) 976-3115,"101 patapsco ave Baltimore, MD",3.84,Cafe or Bistro
428930,mcdonald's,(778) 442-6047,"200 pratt st Baltimore, MD",3.55,Fast Food
735632,MCDONALD'S,(461) 499-8434,"2001 BROADWAY Baltimore, MD",1.73,Fine Dining
813367,MCDONALD'S,(612) 931-4913,"25 HOWARD ST Baltimore, MD",1.78,Fast Food
890613,MCDONALD'S,(839) 534-2657,"2840 GREENMOUNT Baltimore, MD",3.14,Fast Food
236844,MCDONALD'S,(887) 226-4296,"31 CALVERT ST Baltimore, MD",0.75,Fine Dining
251209,mcdonald's,(451) 352-6743,"3619 wilkens ave Baltimore, MD",3.59,Fast Food
182060,mcdonald's,(235) 863-4494,"3920 falls rd Baltimore, MD",0.74,Fine Dining
174484,MCDONALD'S,(355) 592-1704,"4401 REISTERSTOWN RD Baltimore, MD",1.36,Fast Casual
577873,MCDONALD'S,(908) 526-6978,"5100 YORK RD Baltimore, MD",0.76,Fast Food
566586,MCDONALD'S,(856) 586-1979,"6001 MORAVIA RD Baltimore, MD",3.34,Fast Casual
762865,MCDONALD'S RESTAURANT,(928) 589-6081,"5713 BELAIR RD Baltimore, MD",1.98,Fast Casual
427577,MCDONALD'S #5437,(704) 934-8777,"3401 PULASKI HWY Baltimore, MD",3.85,Fast Food
301911,MCDONALD'S (4526-38),(560) 383-6730,"4526 ERDMAN AVE Baltimore, MD",3.18,Cafe or Bistro
335132,MCDONALD'S 11851,(930) 779-5496,"825 FORT AVE Baltimore, MD",2.45,Fast Food
159699,MCDONALD'S HAMBURGERS,(638) 553-7958,"2501 FRANKLIN ST Baltimore, MD",1.12,Fast Food
745802,MCDONALD'S HAMBURGERS,(605) 228-7060,"3249 FREDERICK AVE Baltimore, MD",2.59,Fast Food
466838,MCDONALD'S HAMBURGERS,(350) 728-0536,"425 BALTIMORE ST Baltimore, MD",1.85,Cafe or Bistro
707346,MCDONALD'S RESTAURANT,(894) 241-3753,"4205 MORTIMER AVE Baltimore, MD",2.5,Fast Casual
632074,MCDONALD'S RESTAURANT,(888) 377-3799,"45 MARKET PL Baltimore, MD",1.62,Fast Food
436450,MCHENRY STREET PUB,(429) 743-3958,"1513 MCHENRY ST Baltimore, MD",3.01,Fast Food
317739,MEADOW MILL ATHLETIC CLUB,(687) 600-5537,"3600 CLIPPER MILL RD Baltimore, MD",2.29,Fast Casual
523423,MEHEK,(311) 404-3664,"811 BROADWAY Baltimore, MD",3.23,Fast Food
520957,MELI PATISSERIE & BISTRO,(787) 365-0171,"818 BROADWAY Baltimore, MD",0.95,Cafe or Bistro
260028,METROPOLITAN COFFEEHOUSE AND WINE BAR,(455) 440-4498,"902 CHARLES ST Baltimore, MD",0.93,Family Style
125217,MEX RESTAURANT,(443) 238-4207,"26 MARKET PL Baltimore, MD",0.13,Fine Dining
743892,MICHAEL'S STEAK & LOBSTER HOUSE,(381) 408-4182,"6207 EASTERN AVE Baltimore, MD",2.76,Fine Dining
890173,MICHELLE'S CAF,(455) 269-9177,"1836 EASTERN AVE Baltimore, MD",1.44,Cafe or Bistro
199471,MICK 0' SHEA'S IRISH PUB,(337) 807-3320,"328 CHARLES ST Baltimore, MD",2.96,Fast Food
189199,MIDTOWN YACHT CLUB,(656) 246-5261,"15 CENTRE ST Baltimore, MD",2.06,Cafe or Bistro
525460,"NEW REX LIQUORS,INC.",(932) 750-5988,"4637 YORK RD Baltimore, MD",3.36,Fine Dining
924006,NEW RITZ CABARET,(753) 257-9332,"504 BROADWAY Baltimore, MD",2.42,Fast Food
211478,NEW SEOUL RESTAURANT,(466) 779-1162,"1910 16 N CHARLES ST Baltimore, MD",2.34,Fast Food
716482,"NICHIBAN OF FEDERAL HILL, INC.",(922) 852-8290,"1035 CHARLES ST Baltimore, MD",3.14,Fast Casual
746791,NICK'S,(228) 852-4372,"2200 WILKENS AVE Baltimore, MD",2.63,Fast Food
352550,NICK'S FISH HOUSE,(438) 983-0365,"2600 INSULATOR DR Baltimore, MD",0.44,Family Style
684645,NIGHT OF THE COOKERS. LLC,(706) 448-7722,"885 HOWARD ST Baltimore, MD",0.48,Fast Food
995723,NIGHTSHIFT,(973) 997-4432,"1725 PONCA ST Baltimore, MD",3.31,Family Style
441145,NIWANA,(531) 930-1396,"3215 CHARLES ST Baltimore, MD",1.8,Cafe or Bistro
614262,NO IDEA,(830) 831-5434,"1649 HANOVER ST Baltimore, MD",3.39,Fast Food
263582,NO WAY JOSE CAF,(296) 250-6960,"38 CROSS ST Baltimore, MD",1.75,Cafe or Bistro
387706,NO. #1 CHINESE RESTAURANT,(390) 424-0241,"3710 EASTERN AVE Baltimore, MD",3.38,Cafe or Bistro
360636,NORMA JEANS,(554) 306-3150,"10 CUSTOM HOUSE AVE Baltimore, MD",0.67,Family Style
227175,NORTH POLE ICE CREAM COMPANY,(818) 335-9334,"3713 EASTERN AVE Baltimore, MD",2.28,Fine Dining
570331,NORTH'S CAF,(973) 293-6242,"3716 BELVEDERE AVE Baltimore, MD",2.75,Fine Dining
590151,NORTHSIDE SPORTS BAR,(221) 344-5835,"3100 GREENMOUNT AVE Baltimore, MD",2.04,Fast Casual
396954,OASIS NITECLUB,(664) 640-6723,"417 BALTIMORE ST Baltimore, MD",0.55,Fast Casual
656881,O'BRADY SALOON,(953) 580-5716,"3432 HANOVER ST Baltimore, MD",3.52,Cafe or Bistro
671151,O'CONNORS,(342) 582-1736,"4801 EASTERN AVE Baltimore, MD",3.51,Fast Food
875120,O'DONNELL PUB,(832) 475-3143,"531 POTOMAC ST Baltimore, MD",3.46,Cafe or Bistro
109522,ODYSSEY LOUNGE,(493) 255-2894,"1323 PRESSTMAN ST Baltimore, MD",4.24,Family Style
699391,O'HARA'S IRISH PUB,(330) 255-6081,"6506 BELAIR RD Baltimore, MD",3.32,Fast Casual
340339,OK TAVERN,(958) 238-1664,"2301 BIDDLE ST Baltimore, MD",1.39,Fast Food
473730,OLD BAY CAF,(634) 800-3275,"501 PRATT STREET Baltimore, MD",0.54,Fast Casual
416507,OLDE OBRYCKI'S CRAB HOUSE (saesonal),(609) 841-3076,"1727 PRATT ST Baltimore, MD",1.37,Cafe or Bistro
978280,OLORI B',(702) 390-1637,"2637 GREENMOUNT AVE Baltimore, MD",1.77,Fine Dining
503117,OMEGA PSI PHI FRATERNITY,(803) 865-3549,"2003 PRESBURY ST Baltimore, MD",4,Fine Dining
804652,ONE + ONE CARRYOUT,(828) 445-2520,"1550 MONROE ST Baltimore, MD",2.43,Fine Dining
562222,ONE WORLD CAF,(229) 981-9309,"100 UNIVERSITY PKWY Baltimore, MD",4.1,Fast Food
309723,ONE-EYED MIKE'S,(982) 977-0479,"708 BOND ST Baltimore, MD",1.89,Cafe or Bistro
563481,OPEN HEARTH INN,(266) 772-4098,"6591 ST HELENA AVE Baltimore, MD",0.91,Fine Dining
840691,ORIENT EXPRESS,(341) 997-0413,"3111 ST PAUL ST Baltimore, MD",0.57,Fast Food
665545,ORLEANS LIQUORS,(450) 952-5487,"401 MONTFORD AVE Baltimore, MD",0.14,Family Style
230957,ottobar,(613) 498-5984,"2549 howard st Baltimore, MD",0.62,Fine Dining
152390,OUT TO LUNCH,(243) 317-7002,"109 MARKET PL Baltimore, MD",0.33,Fast Food
294021,OUTBACK STEAKHOUSE,(214) 982-0459,"2400 BOSTON ST Baltimore, MD",0.78,Fast Food
339926,OVERLEA DINER,(510) 535-0402,"6652 BELAIR RD Baltimore, MD",2.12,Family Style
715473,OXFORD TAVERN,(916) 352-5048,"1741 NORTH AVE Baltimore, MD",0.43,Fast Food
563871,P & S JAMAICAN & AMERICAN RESTAURNAT & CARRYOUT,(607) 254-8957,"5218 PARK HEIGHTS AVE Baltimore, MD",2.45,Family Style
792239,P.J.'S PUB,(546) 607-9154,"3333 CHARLES ST Baltimore, MD",1.77,Fast Casual
204539,PAIK'S PLACE,(916) 254-0750,"3563 FAIRFIELD RD Baltimore, MD",0.82,Cafe or Bistro
931569,PAK'S LIQUORS,(246) 404-0037,"300 GILMOR ST Baltimore, MD",0.97,Family Style
945886,PALOMA'S (351-55),(891) 242-1302,"351 WOODYEAR ST Baltimore, MD",2.93,Fast Food
489397,PANADERIA HERMANOS NAVARRO LLC,(215) 957-9697,"3712 EASTERN AVE Baltimore, MD",1.72,Cafe or Bistro
827421,PANDA EXPRESS # 1152,(204) 407-7938,"6514 REISTERSTOWN RD Baltimore, MD",2.99,Fast Food
326554,PANERA BREAD,(786) 597-4985,"600 PRATT ST Baltimore, MD",2.97,Family Style
858348,PANERA BREAD,(723) 670-8143,"6307 1 2 YORK RD Baltimore, MD",1.08,Cafe or Bistro
362195,PAPA JOHNS PIZZA,(862) 667-7122,"5246 HARFORD RD Baltimore, MD",1.57,Fast Casual
573013,PAPA JOHN'S,(743) 476-0543,"347 33RD ST Baltimore, MD",4.17,Family Style
949479,PAPA JOHN'S PIZZA 730,(840) 438-9146,"4535 FALLS RD Baltimore, MD",3.09,Fine Dining
670937,PAPERMOON DINER,(571) 394-2997,"227 29TH ST Baltimore, MD",3.92,Family Style
884440,PARADISE OF PARK HEIGHTS,(712) 673-9946,"4448 PARK HEIGHTS AVE Baltimore, MD",0.22,Fast Food
130531,PARADOX,(414) 415-2777,"1310 RUSSELL ST Baltimore, MD",1.66,Fast Food
817880,PARK AVE. SPORTS BAR,(971) 532-6741,"412 PARK AVE Baltimore, MD",0.11,Fast Food
168099,PARK AVENUE CAF EXPRESS,(458) 788-0170,"3700 KOPPERS ST Baltimore, MD",1.23,Fast Casual
320274,PARK INN,(618) 247-2542,"2239 EASTERN AVE Baltimore, MD",1.97,Cafe or Bistro
599978,Parkside Restaurant,(317) 670-4959,"2901 Baltimore St Baltimore, MD",2.92,Fast Food
596879,PARTHENON DINER,(729) 881-9358,"8 PARK AVENUE Baltimore, MD",2.58,Fast Food
790339,PASTICCIO ITALIAN KITCHEN,(201) 330-7192,"2400 BOSTON ST Baltimore, MD",2.97,Fast Food
258576,PATRICK'S OF PRATT STREET,(389) 608-5486,"131 SCHROEDER ST Baltimore, MD",2.9,Fast Food
894110,"PATTERSON PERK, LLC",(547) 925-8833,"2501 EASTERN AVE Baltimore, MD",2.61,Fine Dining
887686,PATTY CAKES,(496) 900-2314,"2301 ARGONNE DR Baltimore, MD",1.34,Fast Casual
921916,PAUL'S,(261) 258-7390,"701 FORT AVE Baltimore, MD",3.06,Fast Food
521256,PAZO,(777) 640-1653,"1425 ALICEANNA ST Baltimore, MD",3.08,Fine Dining
695386,PAZZA LUNA,(411) 415-8876,"1401 CLEMENT ST Baltimore, MD",3.94,Fast Casual
792838,peabody court a clairon hotel,(728) 755-9467,"612 cathedral st Baltimore, MD",3.96,Fast Casual
356161,PEARL'S,(884) 706-1445,"1900 ALICEANNA ST Baltimore, MD",1.29,Fast Food
455259,PEIWEI ASIAN DINER,(797) 677-6823,"6302 YORK RD Baltimore, MD",0.38,Fast Food
854015,peking house,(952) 812-8942,"3606 hanover st Baltimore, MD",2.1,Fast Food
591112,PENN LIQUORS,(825) 504-0526,"1041 GREENMOUNT AVE Baltimore, MD",3.08,Cafe or Bistro
609188,PENN RESTAURANT & CARRYOUT,(229) 469-2892,"663 PRATT ST Baltimore, MD",3.21,Fast Food
771111,PENN STREET TAVERN,(326) 712-6523,"213 PENN ST Baltimore, MD",0.63,Cafe or Bistro
967278,PENNINGTON STATION,(667) 565-5109,"4901 PENNINGTON AVE Baltimore, MD",1.63,Fast Food
387366,PENNINGTON'S PUB (5 & 7 W. PATAPSCO AVE.),(279) 295-4889,"7 PATAPSCO AVE Baltimore, MD",2.05,Family Style
119744,PEPINO'S INCORPORATED,(760) 646-5543,"301 EXETER ST Baltimore, MD",0.76,Family Style
215523,PEPPER'S LIQUOR'S,(651) 672-6791,"5440 REISTERSTOWN RD Baltimore, MD",2.35,Fast Food
800945,PERGUSA ENTERPRISES,(478) 836-0823,"5928 YORK RD Baltimore, MD",1.3,Cafe or Bistro
705680,PETALO'S,(214) 851-4268,"1002 EASTERN AVE Baltimore, MD",3.87,Cafe or Bistro
109808,PETERS POUR HOUSE AND PUB 110,(876) 419-7025,"111 MERCER ST Baltimore, MD",0.97,Fast Food
364021,PETE'S GRILLE,(895) 367-5821,"3130 GREENMOUNT AVE Baltimore, MD",0.47,Fast Food
280148,"PETE'S INN, INCORPORATED",(370) 783-9926,"504 ANN ST Baltimore, MD",1.55,Family Style
910093,PETIT LOUIS BISTRO,(729) 683-8738,"4800 ROLAND AVE Baltimore, MD",3.02,Fine Dining
777840,PETTIFORD'S SEAFOOD & SOUL FOOD,(985) 623-5718,"2002 HARFORD RD Baltimore, MD",0.87,Fast Food
416243,PF CHANGS CHINA BISTRO,(877) 901-3019,"600 PRATT ST Baltimore, MD",2.46,Fast Food
827180,PHANTOM'S BAR AND GRILL,(971) 666-4037,"3539 BELAIR RD Baltimore, MD",3.96,Family Style
938733,PHILLIP'S EXPRESS BUFFET,(408) 493-0612,"301 light Baltimore, MD",1.01,Fast Food
423066,PHILLIP'S OF HARBOR PLACE,(225) 997-9541,"301 light st Baltimore, MD",4.04,Family Style
158928,PICCADELIS,(302) 554-7514,"202 READ ST Baltimore, MD",2.84,Fast Casual
774553,PICKLES PUB,(812) 896-4070,"520 WASHINGTON BLVD Baltimore, MD",0.89,Cafe or Bistro
539967,PIER 5 HOTEL,(347) 712-9947,"711 EASTERN AVE Baltimore, MD",4,Family Style
919605,PIMLICO TRACK KITCHEN (PIMLICO RACE COURSE),(253) 488-4124,"Haward Ave Baltimore, MD",4.13,Fast Food
160859,PIZZA PRESTO,(595) 711-8625,"6500 EASTERN AVENUE Baltimore, MD",0.35,Cafe or Bistro
635363,PIZZERIA UNO,(201) 501-3760,"201 PRATT ST Baltimore, MD",3.89,Fast Food
539857,"PLAZA SALOON, INC.",(977) 445-1885,"404 BALTIMORE ST Baltimore, MD",0.54,Family Style
261012,"POLISH NATIONAL ALLIANCE, COUNCIL 21",(333) 387-5531,"1627 EASTERN AVE Baltimore, MD",2.1,Cafe or Bistro
887363,POLLO REAL,(870) 975-4290,"101 EATON ST Baltimore, MD",2.54,Fast Casual
835566,POLOCK JOHNNY'S,(677) 259-3008,"3212 WASHINGTON BLVD Baltimore, MD",3.58,Family Style
165641,POL'S CAF,(263) 507-2341,"2619 21 FOSTER AVE Baltimore, MD",0.41,Fine Dining
153401,PONCABIRD PUB/SNACK SHACK,(910) 315-7363,"1719 PONCABIRD PASS Baltimore, MD",2.62,Family Style
370901,POPEYES FAMOUS FRIED CHICKEN,(864) 250-4979,"300 BROADWAY Baltimore, MD",3.69,Fast Food
850205,POPEYES FAMOUS FRIED CHICKEN,(420) 453-6621,"3400 PULASKI HWY Baltimore, MD",3.74,Fast Food
566758,POPEYES FAMOUS FRIED CHICKEN,(546) 328-6251,"4404 EDMONDSON AVE Baltimore, MD",4.14,Fast Food
884944,POPEYES FAMOUS FRIED CHICKEN,(364) 666-3584,"5002 SINCLAIR LN Baltimore, MD",2.98,Fast Casual
612304,POPEYES FAMOUS FRIED CHICKEN,(801) 230-6588,"5002 YORK RD Baltimore, MD",4.11,Cafe or Bistro
932640,POPEYES FAMOUS FRIED CHICKEN,(501) 562-2567,"6642 BELAIR RD Baltimore, MD",3.37,Fast Food
315455,POPEYES FAMOUS FRIED CHICKEN,(666) 856-1412,"887 FORT AVE Baltimore, MD",2.92,Fast Food
151919,POPEYE'S FAMOUS FRIED CHICKEN & BISCUITS,(284) 258-8505,"6512 reisterstown RD Baltimore, MD",3.16,Fast Food
659334,POPEYES OF MONDAWMIN,(365) 792-3744,"2401 LIBERTY HEIGHTS AVE Baltimore, MD",1.46,Fast Food
356804,PORT IN A STORM,(427) 888-4742,"4330 LOMBARD ST Baltimore, MD",3.83,Fine Dining
190816,PORT TRUCK STOP BAR RESTAURANT,(518) 349-4221,"1701 CLINTON ST Baltimore, MD",1.9,Fast Casual
959253,PORTERS PUB,(345) 911-7237,"1032 RIVERSIDE AVE Baltimore, MD",3.42,Fast Food
778631,REISTERSTOWN ROAD SUBWAY,(720) 791-9265,"5520 REISTERSTOWN ROAD Baltimore, MD",2.12,Fine Dining
151482,RENAISSANCE HARBORPLACE HOTEL,(424) 599-9833,"200 PRATT ST Baltimore, MD",3.48,Fast Casual
394543,RENAISSANCE HARBORPLACE HOTEL,(958) 764-9010,"200 202 E PRATT ST Baltimore, MD",3.94,Fast Casual
324898,RENAISSANCE HARBORPLACE HOTEL,(474) 574-6953,"200 202 E PRATT ST Baltimore, MD",0.59,Fast Food
589324,RENAISSANCE HARBORPLACE HOTEL,(510) 724-3023,"200 202 E PRATT ST Baltimore, MD",0.76,Fast Food
530775,RENDEZVOUS LOUNGE,(787) 940-2269,"136 25TH ST Baltimore, MD",3.2,Fast Food
620133,restaurante el trovador,(735) 924-2992,"318 broadway Baltimore, MD",0.45,Cafe or Bistro
887494,restaurate el salvador,(469) 748-5579,"207 broadway Baltimore, MD",3.34,Fast Food
112799,RICK'S BAR & GRILL,(880) 762-6678,"5014 CURTIS AVE Baltimore, MD",3.83,Cafe or Bistro
517366,RITA'S ITALIAN ICE,(582) 327-9752,"6796 REISTERSTOWN RD Baltimore, MD",2.6,Fast Food
314463,ROBBIE'S NEST,(811) 500-4091,"2250 NORTH AVE Baltimore, MD",2.73,Family Style
342631,ROBERT OLIVER SEAFOOD,(777) 587-0654,"1225 CATHEDRAL ST Baltimore, MD",4.2,Family Style
896414,ROCCO'S CAPRICCIO,(308) 720-1084,"242 HIGH ST Baltimore, MD",1.24,Fast Food
645891,"ROCK ""N"" ROBIN CAFE",(576) 659-4365,"3733 HANOVER ST Baltimore, MD",3.35,Cafe or Bistro
938921,ROCKET TO VENUS (3358-3360),(279) 665-4364,"3358 CHESTNUT AVE Baltimore, MD",1.03,Cafe or Bistro
324205,RODOS BAR,(266) 695-8556,"719 BROADWAY Baltimore, MD",0.86,Fast Food
185804,ROMAN'S PLACE,(261) 684-8192,"2 DECKER AVE Baltimore, MD",3.68,Fast Food
967189,ROOTS UNLIMITED,(469) 861-1735,"2148 VINE ST Baltimore, MD",1.61,Fast Casual
